batman,bowler,0,1,2,3,4,6,notout,balls
AJ Finch,Kuldeep Yadav,0.5,1,1,1,1,1,0.75,4
AJ Finch,YK Pathan,0.25,0.5,0.5,0.5,0.5,1,1,4
KD Karthik,PP Chawla,0,0.75,0.75,0.75,0.75,1,1,4
KD Karthik,CR Woakes,0,0.5,0.5,0.5,0.75,1,1,4
MA Agarwal,Sandeep Sharma,1,1,1,1,1,1,0.75,4
MK Tiwary,AR Patel,0.25,1,1,1,1,1,1,4
BA Stokes,MM Sharma,0.25,1,1,1,1,1,1,4
DT Christian,Sandeep Sharma,0.25,0.25,0.25,0.25,0.75,1,0.75,4
HM Amla,DT Christian,0.25,0.5,0.5,0.5,0.75,1,1,4
HM Amla,Imran Tahir,0.25,1,1,1,1,1,1,4
Mandeep Singh,CH Morris,0.75,0.75,0.75,0.75,1,1,1,4
Mandeep Singh,PJ Cummins,0.5,0.5,0.5,0.5,1,1,0.75,4
STR Binny,PJ Cummins,0.25,0.75,0.75,0.75,1,1,1,4
Vishnu Vinod,Z Khan,0.25,0.75,0.75,0.75,0.75,1,0.75,4
Iqbal Abdulla,CH Morris,0.5,1,1,1,1,1,1,4
SV Samson,YS Chahal,0.5,1,1,1,1,1,1,4
A Mishra,TS Mills,0.25,0.75,1,1,1,1,1,4
JJ Roy,A Nehra,0.25,0.75,0.75,0.75,1,1,1,4
BB McCullum,Rashid Khan,0.75,0.75,1,1,1,1,0.75,4
DR Smith,A Nehra,0.5,0.75,0.75,0.75,0.75,1,1,4
KD Karthik,B Kumar,0.5,1,1,1,1,1,1,4
Basil Thampi,BCJ Cutting,0,0.25,0.75,0.75,0.75,1,1,4
P Kumar,B Kumar,0.25,1,1,1,1,1,0.75,4
SA Yadav,SL Malinga,0.25,1,1,1,1,1,0.75,4
CR Woakes,SL Malinga,0.5,0.75,1,1,1,1,0.75,4
CR Woakes,JJ Bumrah,0,0.5,1,1,1,1,1,4
SP Narine,SL Malinga,0.25,0.75,0.75,0.75,0.75,1,1,4
JC Buttler,TA Boult,0.5,0.75,0.75,0.75,1,1,1,4
N Rana,SP Narine,0.25,1,1,1,1,1,1,4
KA Pollard,CR Woakes,0.5,0.75,0.75,0.75,1,1,0.75,4
N Rana,TA Boult,0.25,0.5,0.5,0.5,0.75,1,1,4
KM Jadhav,Sandeep Sharma,0.75,1,1,1,1,1,1,4
KM Jadhav,VR Aaron,0.5,0.75,0.75,0.75,1,1,0.75,4
HM Amla,SR Watson,0,0.75,0.75,0.75,1,1,1,4
M Vohra,TS Mills,0.5,0.75,0.75,0.75,1,1,0.75,4
AR Patel,Iqbal Abdulla,0.25,0.75,0.75,0.75,0.75,1,1,4
GJ Maxwell,B Stanlake,0,0.5,0.5,0.5,0.5,1,1,4
SW Billings,Imran Tahir,0.5,1,1,1,1,1,0.75,4
CH Morris,A Zampa,0,0,0.25,0.25,0.75,1,1,4
AM Rahane,S Nadeem,0.25,1,1,1,1,1,1,4
MS Dhoni,CJ Anderson,0.25,0.75,1,1,1,1,1,4
R Bhatia,A Mishra,0.5,1,1,1,1,1,0.75,4
DL Chahar,PJ Cummins,0.25,0.5,0.5,0.5,0.5,1,1,4
S Dhawan,KH Pandya,0,0.75,0.75,0.75,1,1,1,4
DJ Hooda,KH Pandya,0.25,1,1,1,1,1,1,4
Yuvraj Singh,HH Pandya,0.75,0.75,0.75,0.75,1,1,0.75,4
PA Patel,DJ Hooda,0.25,1,1,1,1,1,0.75,4
N Rana,A Nehra,0.25,0.75,0.75,0.75,1,1,1,4
HH Pandya,B Kumar,0.25,1,1,1,1,1,1,4
HM Amla,CR Woakes,0,0.5,0.5,0.5,1,1,1,4
HM Amla,C de Grandhomme,1,1,1,1,1,1,0.75,4
DA Miller,UT Yadav,0.25,0.5,0.5,0.5,0.75,1,0.75,4
WP Saha,PP Chawla,0.25,0.5,0.5,0.5,0.5,1,1,4
WP Saha,TA Boult,0.5,0.75,0.75,0.75,1,1,1,4
SP Narine,VR Aaron,0.25,0.25,0.25,0.25,0.5,1,0.75,4
RV Uthappa,MP Stoinis,0.5,0.75,0.75,0.75,1,1,1,4
MK Pandey,Sandeep Sharma,0,1,1,1,1,1,1,4
N Rana,S Aravind,0.25,0.75,0.75,0.75,1,1,1,4
N Rana,TS Mills,0.25,0.75,0.75,0.75,1,1,1,4
KH Pandya,STR Binny,0.25,0.75,1,1,1,1,1,4
HH Pandya,TS Mills,0.75,0.75,0.75,0.75,0.75,1,1,4
RA Tripathi,AJ Tye,0.5,0.75,1,1,1,1,0.75,4
BA Stokes,SK Raina,0,0.75,0.75,0.75,1,1,1,4
MK Tiwary,RA Jadeja,0,0.75,0.75,0.75,0.75,1,1,4
Ankit Sharma,AJ Tye,0.5,1,1,1,1,1,0.75,4
Ankit Sharma,P Kumar,0.25,0.5,0.75,0.75,0.75,1,1,4
DR Smith,BA Stokes,0.75,1,1,1,1,1,1,4
DR Smith,Imran Tahir,0.25,0.75,0.75,0.75,1,1,0.75,4
SP Narine,A Nehra,0.5,0.75,0.75,0.75,1,1,1,4
G Gambhir,BCJ Cutting,0.25,0.75,0.75,0.75,1,1,1,4
RV Uthappa,Bipul Sharma,0.25,0.75,0.75,0.75,0.75,1,1,4
RV Uthappa,A Nehra,0.25,0.5,0.5,0.5,1,1,1,4
YK Pathan,A Nehra,0.5,0.75,1,1,1,1,1,4
DJ Hooda,Kuldeep Yadav,0.25,0.75,0.75,0.75,0.75,1,1,4
BCJ Cutting,SP Narine,0.5,1,1,1,1,1,1,4
SS Iyer,KC Cariappa,0.5,0.75,0.75,0.75,1,1,1,4
SS Iyer,AR Patel,0.25,0.75,1,1,1,1,1,4
RR Pant,KC Cariappa,0.25,0.5,0.5,0.5,1,1,1,4
CH Morris,MM Sharma,0,0.5,0.75,0.75,0.75,1,1,4
M Vohra,Z Khan,0.75,1,1,1,1,1,1,4
MM Sharma,CJ Anderson,0.5,1,1,1,1,1,1,4
MM Sharma,Z Khan,0,0.75,0.75,0.75,1,1,1,4
SK Raina,JJ Bumrah,0.75,1,1,1,1,1,0.75,4
RG Sharma,MM Patel,0,0.25,0.5,0.5,1,1,1,4
HH Pandya,AJ Tye,0.25,0.75,0.75,0.75,1,1,1,4
AM Rahane,SR Watson,0.5,0.5,0.5,0.5,1,1,1,4
MS Dhoni,YS Chahal,0.5,0.75,0.75,0.75,0.75,1,1,4
KM Jadhav,JD Unadkat,0.75,1,1,1,1,1,0.75,4
S Aravind,JD Unadkat,0.25,0.5,1,1,1,1,1,4
KK Nair,Kuldeep Yadav,0,0.25,0.75,0.75,1,1,1,4
RR Pant,Kuldeep Yadav,0.25,0.75,0.75,0.75,0.75,1,1,4
MK Pandey,AD Mathews,0,0.75,0.75,0.75,0.75,1,1,4
NV Ojha,I Sharma,0.25,0.75,0.75,1,1,1,1,4
DJ Hooda,MM Sharma,0.5,1,1,1,1,1,0.75,4
GJ Maxwell,BB Sran,0.75,0.75,0.75,0.75,1,1,1,4
WP Saha,Rashid Khan,0.75,1,1,1,1,1,0.75,4
MM Sharma,B Kumar,0.25,0.75,1,1,1,1,0.75,4
CH Gayle,AJ Tye,0.5,1,1,1,1,1,0.75,4
TM Head,RA Jadeja,0,0.5,1,1,1,1,1,4
RA Jadeja,SR Watson,0.25,0.75,0.75,0.75,1,1,1,4
RA Jadeja,YS Chahal,0.25,0.75,1,1,1,1,1,4
AJ Tye,AF Milne,0.25,0.75,1,1,1,1,1,4
DA Warner,CH Morris,0.5,1,1,1,1,1,0.75,4
MC Henriques,Z Khan,0,0.5,0.5,0.5,1,1,1,4
SW Billings,B Kumar,0.75,1,1,1,1,1,1,4
SV Samson,Yuvraj Singh,0.25,0.75,0.75,0.75,1,1,0.75,4
AD Mathews,MC Henriques,0.25,0.5,0.75,0.75,1,1,1,4
HM Amla,HH Pandya,0.5,0.75,1,1,1,1,1,4
HM Amla,Harbhajan Singh,0,0.75,1,1,1,1,1,4
JC Buttler,MP Stoinis,0,0.75,0.75,0.75,1,1,1,4
N Rana,MP Stoinis,0,0.75,0.75,0.75,0.75,1,1,4
JC Buttler,Swapnil Singh,0,1,1,1,1,1,1,4
BB McCullum,NM Coulter-Nile,0,0.25,0.25,0.25,0.75,1,1,4
RA Jadeja,Kuldeep Yadav,0,1,1,1,1,1,1,4
PA Patel,CH Morris,0.75,1,1,1,1,1,1,4
KH Pandya,K Rabada,0.25,0.5,1,1,1,1,1,4
KH Pandya,Z Khan,0.25,0.5,0.75,0.75,1,1,1,4
HH Pandya,A Mishra,0.5,1,1,1,1,1,1,4
CJ Anderson,MJ McClenaghan,1,1,1,1,1,1,0.75,4
CH Morris,KH Pandya,0.25,0.75,0.75,0.75,1,1,1,4
K Rabada,MJ McClenaghan,0.25,1,1,1,1,1,1,4
MS Dhoni,MC Henriques,0.5,1,1,1,1,1,1,4
SE Marsh,SK Raina,0.75,1,1,1,1,1,1,4
HM Amla,NB Singh,0.75,1,1,1,1,1,1,4
GJ Maxwell,RA Jadeja,0.25,0.75,0.75,0.75,1,1,0.75,4
AR Patel,DR Smith,0.25,0.25,0.25,0.25,0.5,1,0.75,4
WP Saha,Basil Thampi,0.25,0.5,0.75,0.75,0.75,1,0.75,4
AJ Finch,Sandeep Sharma,0.5,0.75,1,1,1,1,0.75,4
AJ Tye,AR Patel,0,0.25,0.5,0.5,0.75,1,1,4
RV Uthappa,STR Binny,0.5,0.75,0.75,0.75,1,1,1,4
YK Pathan,S Badree,0.25,0.75,1,1,1,1,1,4
SA Yadav,S Aravind,0.25,0.5,0.75,0.75,1,1,1,4
UT Yadav,TS Mills,0.75,0.75,1,1,1,1,1,4
TS Mills,C de Grandhomme,0.75,1,1,1,1,1,0.75,4
MS Dhoni,MG Johnson,0.5,1,1,1,1,1,1,4
JC Buttler,Washington Sundar,0.75,1,1,1,1,1,1,4
JC Buttler,JD Unadkat,0.25,0.75,0.75,0.75,1,1,1,4
SPD Smith,C de Grandhomme,0.25,0.5,0.75,0.75,1,1,1,4
MS Dhoni,SP Narine,0.5,1,1,1,1,1,1,4
MS Dhoni,PP Chawla,0,0.25,0.5,0.5,0.75,1,1,4
DT Christian,Kuldeep Yadav,0.5,0.75,1,1,1,1,1,4
G Gambhir,SN Thakur,0.25,1,1,1,1,1,1,4
DM Bravo,DT Christian,0.5,1,1,1,1,1,1,4
AB de Villiers,RA Jadeja,0.5,1,1,1,1,1,1,4
KM Jadhav,Ankit Soni,0,0.75,0.75,0.75,0.75,1,1,4
Mandeep Singh,AJ Tye,0.25,1,1,1,1,1,0.75,4
P Negi,AJ Tye,0.5,1,1,1,1,1,1,4
P Negi,JP Faulkner,0.25,0.75,0.75,0.75,1,1,1,4
A Choudhary,Basil Thampi,0,0.5,0.75,0.75,1,1,1,4
AJ Finch,S Aravind,0,0.5,0.5,0.5,1,1,1,4
SK Raina,TM Head,0,0.5,0.5,0.5,1,1,1,4
AR Bawne,SP Narine,0.5,1,1,1,1,1,1,4
RV Uthappa,CJ Anderson,0.25,1,1,1,1,1,1,4
SP Jackson,CH Morris,0,0.25,0.5,0.5,1,1,1,4
DA Warner,Anureet Singh,0,0.5,0.5,0.5,1,1,1,4
SE Marsh,A Nehra,0.25,0.5,0.5,0.5,1,1,1,4
Anureet Singh,A Nehra,0.5,1,1,1,1,1,0.75,4
AR Patel,A Nehra,0,0.25,0.5,0.5,1,1,1,4
RA Tripathi,YS Chahal,0,0.5,0.5,0.5,1,1,1,4
RA Tripathi,STR Binny,0.25,0.75,1,1,1,1,1,4
MK Tiwary,S Badree,0.25,1,1,1,1,1,1,4
MK Tiwary,YS Chahal,0.25,0.5,0.75,0.75,0.75,1,1,4
MS Dhoni,AF Milne,0,0.5,0.75,0.75,1,1,1,4
TM Head,DL Chahar,0.5,1,1,1,1,1,1,4
YS Chahal,DT Christian,0.5,0.75,1,1,1,1,1,4
AJ Tye,MJ McClenaghan,0,0.5,0.5,0.5,0.5,1,1,4
Basil Thampi,MJ McClenaghan,0.5,1,1,1,1,1,1,4
KH Pandya,IK Pathan,0,0.5,0.75,0.75,0.75,1,1,4
SS Iyer,T Natarajan,0.5,0.75,0.75,0.75,1,1,1,4
RR Pant,MM Sharma,0.75,0.75,1,1,1,1,1,4
MJ Guptill,CH Morris,0.25,0.75,0.75,0.75,0.75,1,1,4
HM Amla,Mohammed Shami,0.75,1,1,1,1,1,1,4
MJ Guptill,S Nadeem,0.25,0.75,0.75,0.75,0.75,1,1,4
Yuvraj Singh,NM Coulter-Nile,0,1,1,1,1,1,0.75,4
G Gambhir,Mohammed Siraj,0.5,0.75,1,1,1,1,1,4
RV Uthappa,S Kaul,0.5,0.75,0.75,0.75,1,1,1,4
SP Jackson,Mohammed Siraj,0.5,0.75,1,1,1,1,1,4
Mandeep Singh,SL Malinga,0.5,0.75,0.75,0.75,1,1,1,4
V Kohli,KV Sharma,0.25,0.5,0.75,0.75,0.75,1,1,4
TM Head,KV Sharma,0.5,1,1,1,1,1,1,4
AB de Villiers,SL Malinga,0.5,0.75,0.75,0.75,1,1,1,4
JC Buttler,AF Milne,0,0.25,0.25,0.25,1,1,1,4
N Rana,P Negi,0.75,1,1,1,1,1,0.75,4
RG Sharma,YS Chahal,0.25,1,1,1,1,1,1,4
KV Sharma,YS Chahal,0,0.75,0.75,0.75,1,1,1,4
RG Sharma,S Aravind,0,0.75,0.75,0.75,0.75,1,1,4
AJ Finch,DT Christian,0.25,0.75,0.75,0.75,1,1,1,4
RA Jadeja,SN Thakur,0.5,0.75,0.75,0.75,1,1,1,4
KD Karthik,JD Unadkat,0.5,0.75,0.75,0.75,1,1,1,4
AM Rahane,PJ Sangwan,0.75,0.75,0.75,0.75,1,1,0.75,4
RA Tripathi,PJ Sangwan,0.75,0.75,0.75,0.75,1,1,1,4
MS Dhoni,JP Faulkner,0,0.5,0.75,0.75,0.75,1,1,4
S Dhawan,K Rabada,0.25,0.75,0.75,0.75,1,1,1,4
MC Henriques,Mohammed Shami,0,1,1,1,1,1,1,4
MC Henriques,K Rabada,0,0.5,0.5,0.5,1,1,1,4
RR Pant,Mohammed Siraj,0.25,0.75,0.75,0.75,0.75,1,0.75,4
C de Grandhomme,DT Christian,0,0.75,0.75,0.75,1,1,1,4
DR Smith,S Nadeem,0.25,0.5,0.5,0.5,1,1,1,4
KD Karthik,S Nadeem,0.25,0.5,0.5,0.5,0.5,1,1,4
Ishan Kishan,PJ Cummins,0.25,1,1,1,1,1,0.75,4
RA Jadeja,PJ Cummins,0,1,1,1,1,1,1,4
RA Jadeja,CJ Anderson,0,0.25,0.5,0.5,0.5,1,1,4
SV Samson,Basil Thampi,0.25,0.75,0.75,0.75,0.75,1,1,4
RR Pant,Ankit Soni,0,0.75,0.75,0.75,0.75,1,1,4
RR Pant,DR Smith,0,0.5,0.5,0.5,1,1,1,4
CJ Anderson,PJ Sangwan,0.75,1,1,1,1,1,1,4
SE Marsh,A Choudhary,0.75,1,1,1,1,1,1,4
SE Marsh,SR Watson,0.25,0.5,0.5,0.5,1,1,1,4
SE Marsh,P Negi,0.5,1,1,1,1,1,0.75,4
V Kohli,Sandeep Sharma,0.5,0.5,0.75,0.75,1,1,0.75,4
P Negi,MM Sharma,0.25,1,1,1,1,1,1,4
A Choudhary,MM Sharma,0.5,1,1,1,1,1,0.75,4
AM Rahane,MC Henriques,0.25,0.75,0.75,0.75,0.75,1,1,4
Bipul Sharma,JD Unadkat,0.5,0.75,1,1,1,1,0.75,4
Bipul Sharma,BA Stokes,0.25,0.5,1,1,1,1,1,4
PA Patel,PJ Cummins,0.25,0.5,0.5,0.5,1,1,1,4
HH Pandya,CJ Anderson,0.25,0.75,0.75,0.75,0.75,1,1,4
MN Samuels,Harbhajan Singh,0.75,1,1,1,1,1,1,4
A Mishra,Harbhajan Singh,0.25,1,1,1,1,1,1,4
AB de Villiers,CR Woakes,0.5,0.5,0.75,0.75,1,1,1,4
TM Head,C de Grandhomme,0,0.75,1,1,1,1,1,4
KM Jadhav,CR Woakes,0.5,0.75,0.75,0.75,1,1,0.75,4
N Rana,Mohammed Siraj,0.5,0.5,0.5,0.5,1,1,1,4
RG Sharma,Mohammad Nabi,0.75,1,1,1,1,1,1,4
HH Pandya,Mohammed Siraj,0.75,0.75,0.75,1,1,1,1,4
HH Pandya,S Kaul,0.25,1,1,1,1,1,1,4
KV Sharma,S Kaul,0.5,0.75,0.75,0.75,1,1,1,4
Harbhajan Singh,B Kumar,0.75,1,1,1,1,1,1,4
MC Henriques,HH Pandya,0.25,0.5,0.5,0.5,1,1,1,4
Yuvraj Singh,JJ Bumrah,1,1,1,1,1,1,1,4
GJ Maxwell,AS Rajpoot,0.5,0.75,0.75,0.75,1,1,1,4
AR Patel,SP Narine,0.25,0.75,1,1,1,1,1,4
R Tewatia,CR Woakes,0.25,0.5,0.5,0.5,1,1,1,4
R Tewatia,AS Rajpoot,0.25,0.75,0.75,0.75,1,1,1,4
SP Narine,MM Sharma,0.5,0.5,0.5,0.5,1,1,0.75,4
AJ Finch,Z Khan,0.5,0.5,0.75,0.75,0.75,1,1,4
SV Samson,DS Kulkarni,0.25,0.75,0.75,0.75,1,1,1,4
PJ Cummins,JP Faulkner,0.25,0.5,0.75,0.75,0.75,1,0.75,4
PJ Cummins,Basil Thampi,0,0.5,1,1,1,1,1,4
MJ Guptill,HH Pandya,0.25,0.5,0.5,0.5,1,1,1,4
WP Saha,KV Sharma,0,1,1,1,1,1,1,4
SE Marsh,KV Sharma,0.25,0.75,1,1,1,1,1,4
KA Pollard,R Tewatia,0.25,0.75,0.75,0.75,0.75,1,1,4
KA Pollard,AR Patel,0,1,1,1,1,1,1,4
HH Pandya,R Tewatia,0.5,0.75,0.75,0.75,0.75,1,1,4
KA Pollard,MJ Henry,0.25,0.5,0.5,0.5,0.5,1,1,4
KV Sharma,MM Sharma,0.25,0.25,0.25,0.25,0.75,1,0.75,4
SV Samson,JD Unadkat,0.5,1,1,1,1,1,1,4
KK Nair,SN Thakur,0.5,0.75,1,1,1,1,1,4
RR Pant,JD Unadkat,0.75,1,1,1,1,1,1,4
MN Samuels,A Zampa,0.5,1,1,1,1,1,1,4
MN Samuels,DT Christian,0.25,0.75,0.75,0.75,1,1,0.75,4
Mohammed Shami,JD Unadkat,0.75,0.75,1,1,1,1,0.75,4
MK Tiwary,S Nadeem,0.75,1,1,1,1,1,1,4
BA Stokes,MN Samuels,0.5,0.75,0.75,0.75,0.75,1,1,4
BA Stokes,Mohammed Shami,0.75,0.75,0.75,0.75,0.75,1,0.75,4
RA Jadeja,Rashid Khan,0,0.75,0.75,0.75,1,1,1,4
JP Faulkner,Rashid Khan,0.5,1,1,1,1,1,1,4
RA Jadeja,B Kumar,0.25,0.75,0.75,0.75,1,1,1,4
V Shankar,JP Faulkner,0,0.75,0.75,0.75,1,1,1,4
RG Sharma,C de Grandhomme,0.5,0.75,0.75,0.75,1,1,1,4
SS Tiwary,Kuldeep Yadav,0,1,1,1,1,1,1,4
RG Sharma,Kuldeep Yadav,0.5,0.75,0.75,0.75,1,1,1,4
AT Rayudu,TA Boult,0.25,0.5,0.5,0.5,0.75,1,1,4
SP Narine,TG Southee,1,1,1,1,1,1,0.75,4
MK Pandey,KV Sharma,0.5,0.75,0.75,0.75,1,1,1,4
C de Grandhomme,HH Pandya,0.5,0.75,0.75,0.75,0.75,1,0.75,4
Kuldeep Yadav,MG Johnson,0.5,1,1,1,1,1,1,4
MK Pandey,TG Southee,0,0.75,0.75,0.75,1,1,1,4
GJ Maxwell,SN Thakur,1,1,1,1,1,1,0.75,4
AR Patel,SN Thakur,0.5,0.75,0.75,0.75,1,1,1,4
AR Patel,DT Christian,0.25,0.75,1,1,1,1,0.75,4
Swapnil Singh,JD Unadkat,1,1,1,1,1,1,0.75,4
MM Sharma,BA Stokes,0.75,1,1,1,1,1,1,4
RA Tripathi,Sandeep Sharma,0.25,0.75,0.75,0.75,1,1,1,4
Sachin Baby,Mohammed Shami,0.25,0.5,0.75,0.75,1,1,1,4
SS Iyer,HV Patel,0.5,1,1,1,1,1,0.75,4
Mohammed Shami,Avesh Khan,0,0.5,0.5,0.5,0.75,1,1,4
MJ McClenaghan,SN Thakur,0.75,1,1,1,1,1,0.75,4
JJ Bumrah,JD Unadkat,0.5,1,1,1,1,1,1,4
KS Williamson,YK Pathan,0.25,0.75,0.75,0.75,1,1,1,4
V Shankar,UT Yadav,0.75,1,1,1,1,1,1,4
IR Jaggi,JJ Bumrah,1,1,1,1,1,1,1,4
PP Chawla,HH Pandya,0.75,1,1,1,1,1,1,4
NM Coulter-Nile,MG Johnson,0.75,0.75,0.75,0.75,0.75,1,0.75,4
AS Rajpoot,JJ Bumrah,0.75,0.75,0.75,0.75,1,1,1,4
KH Pandya,NM Coulter-Nile,0,0.75,1,1,1,1,1,4
AT Rayudu,SN Thakur,0.5,1,1,1,1,1,1,4
RG Sharma,A Zampa,0.5,1,1,1,1,1,0.75,4
MG Johnson,SN Thakur,0.75,1,1,1,1,1,1,4
S Dhawan,TM Head,0,1,1,1,1,1,1,3
MC Henriques,TM Head,0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
Yuvraj Singh,SR Watson,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
MC Henriques,SR Watson,0.3333333333,1,1,1,1,1,1,3
CH Gayle,DJ Hooda,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,0.6666666667,3
Sachin Baby,Bipul Sharma,0.6666666667,1,1,1,1,1,0.6666666667,3
STR Binny,BCJ Cutting,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
SR Watson,BCJ Cutting,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
SR Watson,B Kumar,0.3333333333,1,1,1,1,1,1,3
SR Watson,A Nehra,0.6666666667,0.6666666667,1,1,1,1,0.6666666667,3
TS Mills,B Kumar,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,0.6666666667,3
YS Chahal,B Kumar,0.3333333333,1,1,1,1,1,1,3
N Rana,Imran Tahir,0,0.6666666667,1,1,1,1,1,3
AT Rayudu,BA Stokes,0.3333333333,1,1,1,1,1,1,3
KH Pandya,R Bhatia,0.3333333333,1,1,1,1,1,0.6666666667,3
KH Pandya,BA Stokes,0.6666666667,1,1,1,1,1,1,3
KA Pollard,AB Dinda,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
TG Southee,BA Stokes,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
BA Stokes,KA Pollard,0.3333333333,1,1,1,1,1,1,3
KD Karthik,Kuldeep Yadav,0.3333333333,1,1,1,1,1,1,3
HM Amla,BA Stokes,0.3333333333,1,1,1,1,1,1,3
HM Amla,R Bhatia,0,1,1,1,1,1,1,3
AR Patel,R Bhatia,0,0.6666666667,1,1,1,1,1,3
SR Watson,CH Morris,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
STR Binny,CR Brathwaite,0.3333333333,1,1,1,1,1,1,3
P Negi,PJ Cummins,0.3333333333,0.6666666667,1,1,1,1,1,3
Iqbal Abdulla,PJ Cummins,0.3333333333,0.6666666667,1,1,1,1,1,3
TS Mills,CH Morris,1,1,1,1,1,1,0.6666666667,3
AP Tare,Iqbal Abdulla,0,0.3333333333,0.6666666667,0.6666666667,1,1,1,3
AP Tare,TS Mills,1,1,1,1,1,1,0.6666666667,3
CR Brathwaite,SR Watson,0.6666666667,1,1,1,1,1,1,3
PJ Cummins,TS Mills,0.3333333333,1,1,1,1,1,1,3
BB McCullum,Bipul Sharma,0.3333333333,1,1,1,1,1,1,3
AJ Finch,B Kumar,0.6666666667,1,1,1,1,1,1,3
Basil Thampi,B Kumar,0.6666666667,1,1,1,1,1,1,3
MC Henriques,Basil Thampi,0.3333333333,1,1,1,1,1,1,3
RV Uthappa,KH Pandya,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
CA Lynn,KH Pandya,0.3333333333,1,1,1,1,1,1,3
YK Pathan,JJ Bumrah,1,1,1,1,1,1,1,3
YK Pathan,KH Pandya,0.3333333333,1,1,1,1,1,0.6666666667,3
SA Yadav,MJ McClenaghan,0.3333333333,1,1,1,1,1,1,3
SA Yadav,JJ Bumrah,0.3333333333,1,1,1,1,1,0.6666666667,3
JC Buttler,AS Rajpoot,1,1,1,1,1,1,0.6666666667,3
RG Sharma,AS Rajpoot,0.6666666667,1,1,1,1,1,0.6666666667,3
Vishnu Vinod,MM Sharma,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
HM Amla,TS Mills,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
GJ Maxwell,SR Watson,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
CJ Anderson,BA Stokes,0.6666666667,1,1,1,1,1,1,3
MA Agarwal,S Nadeem,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
F du Plessis,S Nadeem,0.6666666667,1,1,1,1,1,0.6666666667,3
MS Dhoni,PJ Cummins,0.3333333333,0.6666666667,1,1,1,1,0.6666666667,3
R Bhatia,PJ Cummins,0.3333333333,1,1,1,1,1,1,3
MS Dhoni,A Mishra,0.6666666667,1,1,1,1,1,0.6666666667,3
DJ Hooda,Harbhajan Singh,0.6666666667,1,1,1,1,1,0.6666666667,3
DJ Hooda,MJ McClenaghan,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
Yuvraj Singh,Harbhajan Singh,1,1,1,1,1,1,1,3
BCJ Cutting,JJ Bumrah,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
NV Ojha,JJ Bumrah,0.6666666667,1,1,1,1,1,0.6666666667,3
B Kumar,JJ Bumrah,0,0.6666666667,1,1,1,1,1,3
JC Buttler,A Nehra,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
PA Patel,Mustafizur Rahman,0,0,0,0,1,1,1,3
KA Pollard,A Nehra,0.3333333333,1,1,1,1,1,1,3
KA Pollard,Mustafizur Rahman,0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
KH Pandya,B Kumar,0.6666666667,1,1,1,1,1,0.6666666667,3
Harbhajan Singh,Mustafizur Rahman,0.3333333333,0.6666666667,1,1,1,1,1,3
MP Stoinis,SP Narine,0.3333333333,0.6666666667,1,1,1,1,0.6666666667,3
SP Narine,I Sharma,0.6666666667,1,1,1,1,1,1,3
G Gambhir,GJ Maxwell,0,0.3333333333,0.3333333333,0.3333333333,1,1,1,3
SP Narine,GJ Maxwell,0,0.3333333333,0.3333333333,0.3333333333,1,1,1,3
RV Uthappa,MM Sharma,0.3333333333,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,3
G Gambhir,MP Stoinis,0,1,1,1,1,1,1,3
MK Pandey,VR Aaron,0.3333333333,1,1,1,1,1,1,3
AB de Villiers,JJ Bumrah,0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
P Negi,KH Pandya,0.3333333333,0.6666666667,1,1,1,1,1,3
STR Binny,JJ Bumrah,0.3333333333,0.3333333333,0.6666666667,1,1,1,1,3
JC Buttler,S Badree,0.6666666667,1,1,1,1,1,1,3
PA Patel,STR Binny,0.3333333333,1,1,1,1,1,1,3
KA Pollard,STR Binny,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
AM Rahane,P Kumar,1,1,1,1,1,1,0.6666666667,3
MS Dhoni,AJ Tye,0.6666666667,1,1,1,1,1,1,3
MK Tiwary,SB Jakati,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
MS Dhoni,SB Jakati,0,0.6666666667,1,1,1,1,1,3
